Score,Text,clean_text,sentiment
5,"Absolute delight, works like a charm.",absolute delight works like a charm,positive
3,Average product — does the job. ugly oven average 👎,average product does the job ugly oven average,neutral
4,fragile phone case High quality and long-lasting. love,fragile phone case high quality and long lasting love,positive
4,FANTASTIC QUALITY AND GREAT VALUE. CHEAP SNEAKERS RECOMMEND,fantastic quality and great value cheap sneakers recommend,positive
5,GREAT CUSTOMER SERVICE AND PRODUCT. CHEAP BACKPACK,great customer service and product cheap backpack,positive
3,"It's okay, nothing special. noisy jacket neutral",it s okay nothing special noisy jacket neutral,neutral
4,PERFECT! WORKS AS EXPECTED. SOFT NOTEBOOK OUTSTANDING,perfect works as expected soft notebook outstanding,positive
5,Five stars — outstanding! compact sneakers fantastic 👍,five stars outstanding compact sneakers fantastic,positive
4,"NOISY TSHIRT EXCEEDED MY EXPECTATIONS, HIGHLY RECOMMEND.",noisy tshirt exceeded my expectations highly recommend,positive
1,matte backpack Useless and pathetic performance. worthless,matte backpack useless and pathetic performance worthless,negative
3,Average product — does the job. budget lamp,average product does the job budget lamp,neutral
1,"Soft sneakers very disappointed, bad experience. pathetic",soft sneakers very disappointed bad experience pathetic,negative
1,One star — very unsatisfied. didn't,one star very unsatisfied didn t,negative
4,Very useful and well designed. meh ✨,very useful and well designed meh,positive
2,"FIRM WALLET ABSOLUTE TRASH, AVOID AT ALL COSTS.",firm wallet absolute trash avoid at all costs,negative
3,"Waterproof charger not bad, could be better. neutral acha hai",waterproof charger not bad could be better neutral acha hai,neutral
3,"sleek tablet Works, but not impressive. neutral",sleek tablet works but not impressive neutral,neutral
4,stylish router Very useful and well designed.,stylish router very useful and well designed,positive
2,NEW FAN ONE STAR — VERY UNSATISFIED. YOU'RE,new fan one star very unsatisfied you re,negative
5,glossy trimmer Happy with the performance.,glossy trimmer happy with the performance,positive
2,Worst purchase ever. compact vacuum 👍,worst purchase ever compact vacuum,negative
4,"EXCEEDED MY EXPECTATIONS, HIGHLY RECOMMEND. FIRM SOFA",exceeded my expectations highly recommend firm sofa,positive
5,"Absolute delight, works ilke a charm. olourful oven recommend ✨",absolute delight works ilke a charm olourful oven recommend,positive
1,"Terrible quality, not recommended. budget tablet",terrible quality not recommended budget tablet,negative
2,BAD CUSTOMER SERVICE AND DEFECTIVE PRODUCT. SILENT SHOE RIPOFF,bad customer service and defective product silent shoe ripoff,negative
5,Very useful and well designed. firm bottle incredible,very useful and well designed firm bottle incredible,positive
3,DURABLE WALLET DECENT BUT HAS SOME FLAWS.,durable wallet decent but has some flaws,neutral
2,"NOT WORTH THE PRIICE, RETURNING IT.",not worth the priice returning it,negative
4,"EXCEEDED MY EXPECTATIONS, HIGHLY RECOMMEND. DURABLE KEYBOARD",exceeded my expectations highly recommend durable keyboard,positive
5,waterproof pillow Five stars — outstanding! incredible can't,waterproof pillow five stars outstanding incredible can t,positive
1,"Do not buy this, waste of money. premium mattress faaltu",do not buy this waste of money premium mattress faaltu,negative
5,"EXCEEDED MYEXPECTATIONS, HIRHLY RUCMENDD.",exceeded myexpectations hirhly rucmendd,positive
2,"NNOT WOUTH THE PRIICE, RETURNING IT. SLEEK CHARGER TRASH",nnot wouth the priice returning it sleek charger trash,negative
2,One star — very unsatisfied. scratchy wallet,one star very unsatisfied scratchy wallet,negative
2,SOFT MATTRESS POOR QUALITY AND MISLEADING DESCRIPTION. USELESS,soft mattress poor quality and misleading description useless,negative
4,"Absolute delight, works like a charm. premium fan bilkul bekaar solid don't",absolute delight works like a charm premium fan bilkul bekaar solid don t,positive
4,PERFECT! WORKS AS EXPECTED. BRIGHT SOFA AMAZING,perfect works as expected bright sofa amazing,positive
2,"LIGHTWEIGHT TRIMMER BROKE WITHIN A DAY, AWFUL. TERRIBLE DON'T",lightweight trimmer broke within a day awful terrible don t,negative
4,Waterporof hedaphones impressed with the build annd features. satisfied,waterporof hedaphones impressed with the build annd features satisfied,positive
2,"Very disappointed, bad experience. heavy charger 👍",very disappointed bad experience heavy charger,negative
2,"stylish phone case Not woorth the price, returning it. meh",stylish phone case not woorth the price returning it meh,negative
5,BUDGET PILLOW IMPRESSED WITH THE BUILD AND FEATURES.,budget pillow impressed with the build and features,positive
1,"BROKE WITHIN A DAY, AWFUL. HEAVY BLENDER RIPOFF SOLID",broke within a day awful heavy blender ripoff solid,negative
1,STOPOED WORKIN AFTER A WEEK. NEW SPEAKER AWFUL,stopoed workin after a week new speaker awful,negative
1,HORRIBLE PACKAGING AND BROKEN ITEM.,horrible packaging and broken item,negative
5,SOFT ROUTER BEST PURCHASE I'VE MADE THIS YEAR. BILKUL BEKAAR,soft router best purchase i ve made this year bilkul bekaar,positive
4,"Worth the money, definitely worth it. durable vacuum bilkul bekaar",worth the money definitely worth it durable vacuum bilkul bekaar,positive
2,"Do not buy this, waste of money. doesn't",do not buy this waste of money doesn t,negative
4,"Absolute delight, works like a charm. sleek backpack",absolute delight works like a charm sleek backpack,positive
5,"EXCEEDED MY EXPECTATIONS, HIGHLY RECOMMEND. DURABLE PHONE CASE",exceeded my expectations highly recommend durable phone case,positive
1,"brrigt tirmmer Absoluute trash, avoid at all costs.",brrigt tirmmer absoluute trash avoid at all costs,negative
2,PREMIUM CAMERACPOOR QUALITY AND MISEADINGDESCRIPTION. RIPOFF,premium cameracpoor quality and miseadingdescription ripoff,negative
5,Best purchase I've made this year. firm wallet recommend mast hai,best purchase i ve made this year firm wallet recommend mast hai,positive
3,eco-friendly camera Neutral feelings about this item.,eco friendly camera neutral feelings about this item,neutral
4,"Worth the money, definitely worth it.",worth the money definitely worth it,positive
1,Pooor qaalily and mmsleading description. scratchy socks,pooor qaalily and mmsleading description scratchy socks,negative
1,"ABSOLUTE TRASH, AVOID AT ALL COSTS. NOT BAD",absolute trash avoid at all costs not bad,negative
5,"ABSOLUTE DELIGHT, WORKS LIKE A CHARM. ECO-FRIENDLY HEADPHONES",absolute delight works like a charm eco friendly headphones,positive
5,matte trimmer Very useful and well designed.,matte trimmer very useful and well designed,positive
4,Heavy socks fantastic quality and great value.,heavy socks fantastic quality and great value,positive
5,Best purchase i've made this year. lightweight sofa amazing 💯,best purchase i ve made this year lightweight sofa amazing,positive
1,"Cheaply made, feels fragile. trash meh",cheaply made feels fragile trash meh,negative
1,"Do not buy this, waste of money. don't",do not buy this waste of money don t,negative
5,"compact bacpkack Worth the money, definitely worth it. excellent birkul bekaar",compact bacpkack worth the money definitely worth it excellent birkul bekaar,positive
4,IMPRESSED WITH THE BILD AND FEATURES HIGH-END SHOE OUTSTANDIGN 👍,impressed with the bild and features high end shoe outstandign,positive
5,"Top-notch experience, will buy again! premium socks recommend 😡",top notch experience will buy again premium socks recommend,positive
4,Budget fan great customer service and product. perfect,budget fan great customer service and product perfect,positive
2,"Absolute trash, avoid at all costs. glossy pillow 👎",absolute trash avoid at all costs glossy pillow,negative
4,NOISY KEYBOARD IMPRESSED WITH THE BUILD AND FEATURES. RECOMMEND CAN'T NOT BAD,noisy keyboard impressed with the build and features recommend can t not bad,positive
4,Great customer service and product.,great customer service and product,positive
1,HORRIBLE PACKAGING AND BROKEN ITEM. SOFT MATTRESS,horrible packaging and broken item soft mattress,negative
5,"Gpossy jacket amazing product, loved it completely! 😀",gpossy jacket amazing product loved it completely,positive
3,FRAGILE VACUUM DECENT BUT HAS SOME FLAWS. BAHUT AHHA YOU'RE,fragile vacuum decent but has some flaws bahut ahha you re,neutral
1,Useless and pathetic performance. ugly socks,useless and pathetic performance ugly socks,negative
1,"WOTHLESS PXODUCT, DOESN'T WORK. SSLEEK TABLET",wothless pxoduct doesn t work ssleek tablet,negative
5,"fragile jacket Worth the money, definitely worth it. recommend",fragile jacket worth the money definitely worth it recommend,positive
4,"Absolute delight, works like a charm. high-end shoe best",absolute delight works like a charm high end shoe best,positive
1,ONE STAR — VERY UNSATISFIED. SCRATCHY SNEAKERS AWFUL 😀 CAN'T,one star very unsatisfied scratchy sneakers awful can t,negative
4,Impessed with he build and featurres.n oisy sneaker sremmend,impessed with he build and featurres n oisy sneaker sremmend,positive
3,NEUTRAL FEELINGS ABOUT THIS ITEM. COLOURFUL MICROWAVE,neutral feelings about this item colourful microwave,neutral
5,"FRAGILE CHARGER EXCEEDED MY EXPECTATIONS, HIGHLY RECOMMEND. OUTSTANDING LOL DON'T",fragile charger exceeded my expectations highly recommend outstanding lol don t,positive
4,SUPERB! HIGHLY IMPRESSED. DOESN'T,superb highly impressed doesn t,positive
2,"Fragile pillow broke within a day, awful. broken not working",fragile pillow broke within a day awful broken not working,negative
1,"Not worth thep rice, returning  it. heavy router",not worth thep rice returning it heavy router,negative
5,COLOURFUL FAN FIVE STARS — OUTSTANDING! NOT GOOD,colourful fan five stars outstanding not good,positive
4,"High-end microwave amazing product, loved it completely!",high end microwave amazing product loved it completely,positive
2,Worst purchase ever. pathetic,worst purchase ever pathetic,negative
2,cheap jacket Poor quality and misleading description. sahi hai 😀,cheap jacket poor quality and misleading description sahi hai,negative
4,"OTP-NOTCH EXPERIENCE, WILL BUY  AGAIN! OMG",otp notch experience will buy again omg,positive
1,"Worthless product,  doesn't work. 😢",worthless product doesn t work,negative
4,"Worth the money, definitely worth it. colourful headphones value for money",worth the money definitely worth it colourful headphones value for money,positive
5,SLEEK NOTEBOOOK SUPERB! HSGHLY IIMPRESSED. BAHUT ACHHR,sleek noteboook superb hsghly iimpressed bahut achhr,positive
1,eco-friendly backpack One star — very unsatisfied.,eco friendly backpack one star very unsatisfied,negative
4,Perfect! Works as expected.,perfect works as expected,positive
3,Budget monitor i have mixed feelings about this. so-so,budget monitor i have mixed feelings about this so so,neutral
2,budget qamp Useless  and pathetic performance.,budget qamp useless and pathetic performance,negative
4,"Compact jacket amazing product, loved it completely!",compact jacket amazing product loved it completely,positive
4,Happy with the performance. amazing,happy with the performance amazing,positive
5,LIGHTWEIGHT BOTTLE HIGH QUALITY AND LONG-LASTING. WORTH IT,lightweight bottle high quality and long lasting worth it,positive
1,"Terrible quality, not recommended. fragile pillow",terrible quality not recommended fragile pillow,negative
1,Useless and pathetic performance. silet socks,useless and pathetic performance silet socks,negative
5,Happy with the performance. heavy vacuum satisfied 😞,happy with the performance heavy vacuum satisfied,positive
2,BUDGET TRIMMER USELESS AND PATHETIC PERFORMANCE. TRASH,budget trimmer useless and pathetic performance trash,negative
1,"WWRTHHLESS PRODUCT, DEOSN'T WORK. TRASH",wwrthhless product deosn t work trash,negative
5,"NET BLENDER ABSOLUTE DELIGHT, WORKSS LIKE A CHARM.",net blender absolute delight workss like a charm,positive
2,USELESS AND PATHETIC PERFORMANC.W DURABLEJOVEN WORTHLESS,useless and pathetic performanc w durablejoven worthless,negative
4,HAPPY WITH THE PERFORMANCE. ECO-FRIENDLY PILLOW 💯,happy with the performance eco friendly pillow,positive
5,"AMAZING PRODUCT, LOVED IT COMPLETELY! BRIGHT TRIMMER",amazing product loved it completely bright trimmer,positive
5,"ABSOLUTE DELIGHT, WORKS LIKE A CHARM.",absolute delight works like a charm,positive
2,"heavy backpack Terrible quality, not recommended.",heavy backpack terrible quality not recommended,negative
4,FIRM TRIMMER IMPRESSED WITH THE BUILD AND FEATUDES. BESTT,firm trimmer impressed with the build and featudes bestt,positive
4,soft monitor Great customer service and product. perfect 💯,soft monitor great customer service and product perfect,positive
4,scratchy socks Perfectr Works as expected.,scratchy socks perfectr works as expected,positive
2,NEW FAN ONE STAR — VERY UNSATISFIED. MAST HAI,new fan one star very unsatisfied mast hai,negative
1,Stopped working after a week. soft bottle 👎,stopped working after a week soft bottle,negative
1,budget fan Worst purchase ever. 💯,budget fan worst purchase ever,negative
4,"bright charger Top-notch experience, will buy again! lol",bright charger top notch experience will buy again lol,positive
2,"Premium monitor not worth the price, returning it.",premium monitor not worth the price returning it,negative
2,"Terrible quality, not recommended. durable tshirt acha hai 👎",terrible quality not recommended durable tshirt acha hai,negative
1,Worst purchase ever. budget socks,worst purchase ever budget socks,negative
2,Bad customer service and defective product. sleek shoe worthless sahi hai not great,bad customer service and defective product sleek shoe worthless sahi hai not great,negative
5,"Absolute delight, works like a charm. stylish charger lol 👎 not great",absolute delight works like a charm stylish charger lol not great,positive
1,"Terrible quality, not recommended. terrible",terrible quality not recommended terrible,negative
3,"It's okay, nothing special. sleek blender",it s okay nothing special sleek blender,neutral
1,FIRM SNEAKERS ONE STAR — VERY UNSATISFIED. BROKEN,firm sneakers one star very unsatisfied broken,negative
4,HEAVY NOTEBOOK HIGH QUALITY AND LONG-LASTING. 😞,heavy notebook high quality and long lasting,positive
3,bright mattress I have mixed feelings about this. so-so 😀,bright mattress i have mixed feelings about this so so,neutral
3,"Works, but not impressive. colourful smartwatch so-so",works but not impressive colourful smartwatch so so,neutral
1,"Do not buy this, waste of money. waterproof trimmer",do not buy this waste of money waterproof trimmer,negative
4,fragile monitor Best purchase I've made this year.,fragile monitor best purchase i ve made this year,positive
4,NEW VACUUM BEST PURCHASE I'VE MADE THIS YEAR. BEST MAST HAI,new vacuum best purchase i ve made this year best mast hai,positive
4,GREAT CUSTOMER SERVICE AND PRODUCT. STYLISH LAMP I'M,great customer service and product stylish lamp i m,positive
1,"Very disappointed, bad experience. ugly speaker trash 😢",very disappointed bad experience ugly speaker trash,negative
5,SUPERB! HIGHLY IMPRESSED. OUTSTANDING,superb highly impressed outstanding,positive
2,"Worthlessprodutc, doesn't work. ugly camera",worthlessprodutc doesn t work ugly camera,negative
4,"Top-notch experience, will buy again! new sneakers perfect",top notch experience will buy again new sneakers perfect,positive
4,HIGH QUALITY AND LONG-LASTING. STYLISH VACUUM BEST,high quality and long lasting stylish vacuum best,positive
1,STOPPED WORKING AFTER A WEEK.,stopped working after a week,negative
1,"TERRIBLE QUALITY, NOT RECOMMENDED. LUXURY MUG WORST",terrible quality not recommended luxury mug worst,negative
3,"high-end tablet Not bad, could be better.",high end tablet not bad could be better,neutral
5,New monitor superb! highly impressed. perfect,new monitor superb highly impressed perfect,positive
4,PERFECT! WORKS AS EXPECTED. STYLISH HEADPHONES,perfect works as expected stylish headphones,positive
1,"Do not buy this, waste of money. bright microwave omg",do not buy this waste of money bright microwave omg,negative
1,"Terrible quality, not recommended. soft jacket not worth it",terrible quality not recommended soft jacket not worth it,negative
1,"NOT WORTH THE PRICE, RETURNING IT. SLEEK TRIMMER",not worth the price returning it sleek trimmer,negative
3,I have mixed feelings about this. bahut achha,i have mixed feelings about this bahut achha,neutral
1,"CHEAP BLENDER DO NOT BUY THIS, WASTE OF MONEY. HORRIBL EMAST HAI 😞",cheap blender do not buy this waste of money horribl emast hai,negative
5,"MATTE LAMP TOP-NOTCH EXPERIENCE, WILL BUY AGAIN! EXCELLENT",matte lamp top notch experience will buy again excellent,positive
4,Perfect! Works as expected. not worth it,perfect works as expected not worth it,positive
3,"BRIGHT NOTEBOOK MEDIOCRE QUALITY, ACCEPTABLE FOR THE PRICE. AVERAGE",bright notebook mediocre quality acceptable for the price average,neutral
2,Stopped working after a week. ugly microwave,stopped working after a week ugly microwave,negative
1,"Terrible quality, not recommended. durable fan faaltu I'm",terrible quality not recommended durable fan faaltu i m,negative
4,Durable monitor superb! highly impressed.,durable monitor superb highly impressed,positive
2,"Heavy monitor terrible quality, not recommended. defective not working",heavy monitor terrible quality not recommended defective not working,negative
5,Impressed with the build and features. noisy jacket outstanding don't,impressed with the build and features noisy jacket outstanding don t,positive
1,"Scrratchy oven chheaply made, feels fragile. not worth it",scrratchy oven chheaply made feels fragile not worth it,negative
2,Worst purchase ever. compcco piillow,worst purchase ever compcco piillow,negative
5,STYLISH BLENKE BEST PUCHASE I'VE MDE THIS YEAR. LOVE SOLID,stylish blenke best puchase i ve mde this year love solid,positive
5,stylish charger Perfect! Works as expected.,stylish charger perfect works as expected,positive
3,"SOFT SNEAKERS IT'S OKAY, NOTHING SPECIAL.",soft sneakers it s okay nothing special,neutral
4,"WORTH THE MONEY, DEFINITELY WORTH IT. COMPACT HEADPHONES VALUE FOR MONEY",worth the money definitely worth it compact headphones value for money,positive
5,"heavy camera Amazing product, loved it completely! bahut achha",heavy camera amazing product loved it completely bahut achha,positive
4,"Worht the money, definitely worth it. amazzing faaltu",worht the money definitely worth it amazzing faaltu,positive
3,"It's okay, nothing special.",it s okay nothing special,neutral
5,HIGH QUALITY AND LONG-LASTING. WORTH IT,high quality and long lasting worth it,positive
3,CHEAP MONITOR AVERAGE PRODUCT — DOES THE JOB.,cheap monitor average product does the job,neutral
1,"Very disappointed, bad experience. matte fan not great",very disappointed bad experience matte fan not great,negative
2,"durable keyboard Terrible quality, not recommended.",durable keyboard terrible quality not recommended,negative
1,"Not worth the price, returning it. fragile shoe worst brilliant",not worth the price returning it fragile shoe worst brilliant,negative
2,"Very disappointed, bad experience. wtf",very disappointed bad experience wtf,negative
1,Heavy jacket  bad csutomer service annd defective product.,heavy jacket bad csutomer service annd defective product,negative
2,"DO NOT BUY THIS, WASTE OF MONEYY. 😞",do not buy this waste of moneyy,negative
1,"MATTE SMARTWACH ON WORTHH THE PRICE, RETURNING IT.",matte smartwach on worthh the price returning it,negative
5,silent headphones Happy with the performance. amazing,silent headphones happy with the performance amazing,positive
2,"ABSOLUTE TRASH, AVOID AT ALL COSTS.",absolute trash avoid at all costs,negative
2,"DO NOT BUY THIS, WASTE OF MONEY.",do not buy this waste of money,negative
4,Perfect! works as expected.,perfect works as expected,positive
1,Colourful jacket one star — very unsatisfied. kharap hai,colourful jacket one star very unsatisfied kharap hai,negative
5,VERY USEFUL AND WELL DESIGNED. BRIGHT OVEN,very useful and well designed bright oven,positive
4,High quailty and long-lasting. heavy headphones,high quailty and long lasting heavy headphones,positive
1,BUDGET HEADPHONES USELESS AND PATHETIC PERFORMANCE.,budget headphones useless and pathetic performance,negative
2,One star — very unsatisfied. firm blender kharap hai,one star very unsatisfied firm blender kharap hai,negative
1,"sleek tablet Terrible quality, not recommended.",sleek tablet terrible quality not recommended,negative
3,SLEEK VACUUM DECENT BUT HAS SOME FLAWS.,sleek vacuum decent but has some flaws,neutral
2,"ugly keyboard Worthless product, doesn't work.",ugly keyboard worthless product doesn t work,negative
4,Great customer service and product.,great customer service and product,positive
1,high-end tshirt Horrible packaging and broken item. broken,high end tshirt horrible packaging and broken item broken,negative
1,USELESS AND PATHETIC PERFORMANCE.,useless and pathetic performance,negative
1,"TERRIBLE QUALITY, NBT RECOMENDED. FIRM OBTTLE 😢",terrible quality nbt recomended firm obttle,negative
2,"waterproof charger Absolute trash, avoid at all costs.",waterproof charger absolute trash avoid at all costs,negative
3,"ugly fan Nit bad, coulld be better.",ugly fan nit bad coulld be better,neutral
5,lightweight tshirt kive strs — outstanding! bbest,lightweight tshirt kive strs outstanding bbest,positive
2,"Nt worth thhe price, reurning it. broken",nt worth thhe price reurning it broken,negative
4,Great customer service and product. waterproof notebook recommend 💯,great customer service and product waterproof notebook recommend,positive
1,colourful microwave Poor quality and misleading description. useless,colourful microwave poor quality and misleading description useless,negative
1,premium fan One star — very unsatisfied. bahut achha trash I'm,premium fan one star very unsatisfied bahut achha trash i m,negative
5,"NEW MATTRESS AMAZING PRODUCT, LOVED IT COMPLETELY!",new mattress amazing product loved it completely,positive
5,Superb! higaly impressed. cheap wallet fantastic nnot godo,superb higaly impressed cheap wallet fantastic nnot godo,positive
1,"Do not buy this, waste of money.",do not buy this waste of money,negative
1,"COLOURFUL SPEAKER NOT WORTH THE PRICE, RETURNING IT. BROKEN",colourful speaker not worth the price returning it broken,negative
3,luxury tablet It's fine for occasional use.,luxury tablet it s fine for occasional use,neutral
4,High quality and long-lasting. recommend you're not worth it,high quality and long lasting recommend you re not worth it,positive
1,CHEAP CHARGER HORRIBLE PACKAGING AND BROKEN ITEM.,cheap charger horrible packaging and broken item,negative
4,premium monitor Best purchase I've made this year. bilkul bekaar,premium monitor best purchase i ve made this year bilkul bekaar,positive
4,"Worth the money, definitely worth it. sleek sofa love",worth the money definitely worth it sleek sofa love,positive
3,luxur tablet Average product — does th job. it's,luxur tablet average product does th job it s,neutral
1,ONE STAR — VERY UNSATISFIED. HEAVY MONITOR,one star very unsatisfied heavy monitor,negative
1,"VERY DISAPPOINTD, BAD EXPERIENCE. GLOSSY HEADPHONES",very disappointd bad experience glossy headphones,negative
5,Superb! Highhly impresssed. scarttchy keyboard,superb highhly impresssed scarttchy keyboard,positive
2,"ABSOLUTE TRASH, AVOID AT ALL COSTS. NEW WALLET TERRIBLE 🔥",absolute trash avoid at all costs new wallet terrible,negative
5,Best purchase I've made this year. soft speaker worth it,best purchase i ve made this year soft speaker worth it,positive
1,"Worthless product, doesn't work. doesn't",worthless product doesn t work doesn t,negative
1,"Broke within a day, awful. ugly keyboard brilliant",broke within a day awful ugly keyboard brilliant,negative
5,Very useful and well designed. compact notebook satisfied won't,very useful and well designed compact notebook satisfied won t,positive
1,"Do not buy this, waste of money. luxury keyboard 😢",do not buy this waste of money luxury keyboard,negative
4,"ECO-FRRIENDLY JACKET ABSOLUTE DELIGHT, WORKS LIKEQA CHARM. RECOMMED",eco frriendly jacket absolute delight works likeqa charm recommed,positive
4,Very usefull and welll designed.,very usefull and welll designed,positive
2,"Cheaply made, feels fragile. fragile sneakers",cheaply made feels fragile fragile sneakers,negative
4,"Luxury mattress top-notch experience, will buy again! worth it",luxury mattress top notch experience will buy again worth it,positive
4,Eco-friendly monitor five stars — outstanding!,eco friendly monitor five stars outstanding,positive
4,new speaker Great customer service and product. recommend didn't,new speaker great customer service and product recommend didn t,positive
4,"Absolute delight, works like a charm. scratchy tshirt",absolute delight works like a charm scratchy tshirt,positive
1,"Cheaply made, feels fragile. scam faaltu",cheaply made feels fragile scam faaltu,negative
1,FIRM SNEAKEERS WORST PURCHASE EVER.,firm sneakeers worst purchase ever,negative
1,"Worthless product, doesn't work. pathetic",worthless product doesn t work pathetic,negative
5,GREAT CUSTOMER SERVICE AND PRODUCT. BEST BAHUT ACHHA 😞,great customer service and product best bahut achha,positive
4,"Worth the money, definitely worth it. luxury tshirt",worth the money definitely worth it luxury tshirt,positive
3,I HAVE MIXED FEELINGS ABOUT THIS. WATERPROOF BLENDER BILKUL BEKAAR,i have mixed feelings about this waterproof blender bilkul bekaar,neutral
2,PRREMIUM LAMP CHEAPLY MADEZ FEELS FRAGILE.,prremium lamp cheaply madez feels fragile,negative
4,colourful sneakers Best purchase I've made this year.,colourful sneakers best purchase i ve made this year,positive
5,"Durable tablet worth the money, definitely worth it. lol",durable tablet worth the money definitely worth it lol,positive
1,"Very disappointed, bad experience. new smartwatch lol",very disappointed bad experience new smartwatch lol,negative
3,I have mixed feelings about this. stylish sofa not bad,i have mixed feelings about this stylish sofa not bad,neutral
3,"NOISY LAMP MEDIOCRE QUALITY, ACCEPTABLE FOR THE PRICE.",noisy lamp mediocre quality acceptable for the price,neutral
4,"NEW CHARGER TOP-NOTCH EXPERIENCE, WILL BUY AGAIN! WON'T",new charger top notch experience will buy again won t,positive
2,STYLISH SPEAKER STOPPED WOKRING AFTER  A WEGK.,stylish speaker stopped wokring after a wegk,negative
4,waterproof charger Happy with the performance. worth it brilliant,waterproof charger happy with the performance worth it brilliant,positive
4,"TOP-NOTCH EXPERIENCE, WILL BUY AGAIN! UGLY MONITOR 😢",top notch experience will buy again ugly monitor,positive
1,matte shoe Useless and pathetic performance. brilliant 👍 won't,matte shoe useless and pathetic performance brilliant won t,negative
2,"COLOURFUL BLENDER CHEAPLY MADE, FEELS FRAGILE. RIPOFF MAST HAI 😢",colourful blender cheaply made feels fragile ripoff mast hai,negative
4,"Exceeded my expectations, highly recommend.",exceeded my expectations highly recommend,positive
4,"Exceeded my expectations, highly recommend.",exceeded my expectations highly recommend,positive
3,"soft tshirt It's okay, nothing special. kharap hai",soft tshirt it s okay nothing special kharap hai,neutral
3,"ugly monitor Not bad, could be better.",ugly monitor not bad could be better,neutral
3,ugly router Decent but has some flaws.,ugly router decent but has some flaws,neutral
2,"Absolute trash, avoid at all costs. awful sahi hai lame",absolute trash avoid at all costs awful sahi hai lame,negative
1,"Broke within a day, awful. mast hai",broke within a day awful mast hai,negative
5,Five stars — outstandnng! soft keyboard bahut achha 😀,five stars outstandnng soft keyboard bahut achha,positive
3,"scratchy fan Works, but not impressive. so-so",scratchy fan works but not impressive so so,neutral
1,Firm bottle horrible packaging and broken item.,firm bottle horrible packaging and broken item,negative
2,Bad customer service and defective product. sleek jacket terrible,bad customer service and defective product sleek jacket terrible,negative
3,"UGLY LAMP MEDIOCRE QUALITY, ACCEPTABLE FOR THE PRICE.",ugly lamp mediocre quality acceptable for the price,neutral
1,SCRATCHY NOTEBOOK STOPPED WORKING AFTER A WEEK.,scratchy notebook stopped working after a week,negative
4,"Worth the money, definitely worth it. glossy shoe you're",worth the money definitely worth it glossy shoe you re,positive
5,WATERPROOF SPEAKER BEST PURCHASE I'VE MADE THIS YEAR. BEST 😞 NOT GOOD,waterproof speaker best purchase i ve made this year best not good,positive
2,Worst purchase ever. acha hai,worst purchase ever acha hai,negative
1,"DO NOT BUY THIS, WASTE OF MONEY. MATTE CHARGER",do not buy this waste of money matte charger,negative
2,Poorquality afd misleadnig  description. terrible,poorquality afd misleadnig description terrible,negative
2,"ddurable  sneakers Do not buy this, waste of money. brilliant",ddurable sneakers do not buy this waste of money brilliant,negative
3,I have mbxed feelings about this. lighmweight headphones so-so,i have mbxed feelings about this lighmweight headphones so so,neutral
4,GREAT CUSTOMER SERVICE AND PRODUCT. DURABLE HEADPHONES,great customer service and product durable headphones,positive
4,GREAT CUSTOMER SERVICE AND PRODUCT. NEW MUG BEST KHARAP HAI 😞,great customer service and product new mug best kharap hai,positive
1,"STYHISH OVEN VERY DISAPPOINTED, BAD EXPERIENCE. BAHUT ACHHA",styhish oven very disappointed bad experience bahut achha,negative
2,HORRIBLE PACKAGING AND BROKEN ITEM. FRAGILE BOTTLE,horrible packaging and broken item fragile bottle,negative
4,High quality and long-lasting. worth it,high quality and long lasting worth it,positive
2,Horrible packaging and broken item. matte headphones,horrible packaging and broken item matte headphones,negative
1,"VERY DISAPPOINTED, BAD EXPERIENCE. FRAGILE PILLOW SCAM",very disappointed bad experience fragile pillow scam,negative
2,sleek lamp One star — very unsatisfied.,sleek lamp one star very unsatisfied,negative
1,Bad customer service and defective product. firm jacket bahut achha,bad customer service and defective product firm jacket bahut achha,negative
4,Impressed with the build and features. budget camera perfect,impressed with the build and features budget camera perfect,positive
2,"Absolute trash, avoid at all costs. firm vacuum lame",absolute trash avoid at all costs firm vacuum lame,negative
3,"SCRATCHY ROUTER NOT BAD, COULD BE BETTER.",scratchy router not bad could be better,neutral
1,"Silent microwave broke within a day, awful. not worth it",silent microwave broke within a day awful not worth it,negative
4,LIGHTWEIGHT ROUTER BEST PURCHASE I'VE MADE THIS YEAR. VALUE FOR MONEY SAHI HAI I'VE,lightweight router best purchase i ve made this year value for money sahi hai i ve,positive
2,Horrible packaging and broken item. pathetic,horrible packaging and broken item pathetic,negative
1,"fragile speaker Terrible quality, not recommended.",fragile speaker terrible quality not recommended,negative
3,"Mediocre qquality, aceptable for the price.",mediocre qquality aceptable for the price,neutral
1,stylish pillow Bad customer service and defective product.,stylish pillow bad customer service and defective product,negative
2,POOR QUALITY AND MISLEADING DESCRIPTION.,poor quality and misleading description,negative
5,durable camera Happy with the performance. not worth it,durable camera happy with the performance not worth it,positive
4,"Top-notch experience, will buy again! cheap vacuum mast hai not bad",top notch experience will buy again cheap vacuum mast hai not bad,positive
4,heavy shoe Perfect! Works as expected.,heavy shoe perfect works as expected,positive
5,SILEFT MUG BEST PURCHASE I'VE MADE THIS YEAR. SATISFEIDKHARAP HAI 😀 NOT GREAT,sileft mug best purchase i ve made this year satisfeidkharap hai not great,positive
2,Stopped working after a week. firm tshirt bahut achha,stopped working after a week firm tshirt bahut achha,negative
